Player,Team,Draft Year,Yr1 Pos Rk,Yr1 Pos PPG Rk,Yr1 Pos Tm Rk,Yr1 G,Yr1 Opps,Yr1 YTMA/G,Yr1 PPR PPG,Yr1 Rec Dom,Yr1 PPR Pts,Yr1 Snap%,Yr1 Tgts,Yr1 Tgt%,Yr1 Rush Att,Yr1 Tm Rush Att%,Yr1 Tm Opp%,Yr1 EP,Yr1 Rush EP,Yr1 Rec EP,Yr1 Yds,Yr1 Tds,Yr1 Recs,Yr1 Rec Yds,Yr1 YAC,Draft Pick,Draft Year Age,BOA 15%,Total College Touches,Total College Yds,College Yd/G,Total College Dom,College YTMA Dom,Best College YTMA Conf Adj,Best College Adj YTMA,Avg College Adj YTMA,Best College Adj YTMA Over Conf,Avg College Adj YTMA Over Conf,Best College YTMPA,Avg College YTMPA,Best College YTMA,Ave College YTMA,Best College YTMA +/- Conf Avg,Avg College YTMA +/- Conf Avg,College Rush Dom,BMI,Fourty-Time,WaSS,Number of Top 5 Pos Finishes,Number of Top 12 Pos Finishes,Number of Top 24 Pos Finishes,Yr 2 PPG
Dri Archer,PIT,2014,123,134,2,12,20,0.09,1.11,0.004659643,13.3,0.06,10,0.02,10,0.03,0.03,19.9,4.9,15,40,0,7,23,28,97,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
James White,NE,2014,127,94,5,3,14,0.29,3.70,0.005381376,11.1,0.16,5,0.05,9,0.12,0.08,11.2,4.5,6.7,38,0,5,23,21,130,22,18,716,4685,90.09615385,0.241537585,1.948603352,0.599626347,2.283798883,1.570070398,1.264842285,0.551113801,1.948603352,1.329266992,1.948603352,1.37712452,0.599626347,0.107614055,0.379072615,30.12526041,4.57,93.53956864,0,1,3,8.757142857
Trey Watts,LAR,2014,136,122,4,5,11,0.17,1.56,0.004871448,7.8,0.04,4,0.02,7,0.06,0.04,9.8,3.4,6.4,30,0,3,18,4,329,23,20,804,4667,97.22916667,0.415470594,1.909191584,0.771554336,2.34662237,1.561956952,1.401672099,0.889843636,1.909191584,1.193926546,1.909191584,1.253798712,0.771554336,0.116161464,0.703292806,,,,0,0,0,0
Fitzgerald Toussaint,BAL,2014,139,112,5,3,12,0.21,2.30,0.006768614,6.9,0.12,6,0.05,6,0.09,0.07,12.5,3.7,8.8,12,0,3,27,31,329,24,21,528,2493,67.37837838,0.278631337,1.194076797,0.45287824,1.492592593,1.240869568,0.544144257,0.488871246,1.275735294,0.784520239,1.382046569,0.964564007,0.45287824,0.009910049,0.525750721,,,,0,0,0,1.24
Ray Agnew,CLE,2014,144,149,3,12,11,0.03,0.39,0.004145937,4.7,0.29,9,0.02,2,0.01,0.02,15.8,3.6,12.2,2,0,3,15,10,329,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
Jay Prosch,HOU,2014,146,152,4,16,4,0.02,0.21,0.006954506,3.4,0.15,4,0.01,0,0,0,4.4,0,4.4,0,0,1,24,17,211,22,,17,133,10.23076923,0.029627403,0.098241986,0,0.088923557,0.088923557,-0.959832195,0,0.098241986,0.078762178,0.275077559,0.182000558,0,0,0.03694886,,,,0,0,0,0.20625
Antonio Andrews,TEN,2014,147,136,5,3,2,0.07,1.03,0.002954607,3.1,0.07,2,0.02,0,0,0.01,3.4,0,3.4,0,0,2,11,9,329,22,20,696,4584,111.804878,0.445151761,2.854945055,2.023963437,3.56043956,1.827530256,2.592730859,2.480834061,2.967032967,1.496311778,2.967032967,1.548497088,2.023963437,0.605427558,0.800554734,32.28384562,4.82,83.37279495,0,0,0,8.175
Josh Harris,PIT,2014,151,148,4,3,9,0.09,0.53,0,1.6,0.1,0,0,9,0.12,0.05,5.9,5.9,0,16,0,0,0,0,329,23,19,522,2443,56.81395349,0.216164076,0.848668457,0.222283813,1.100538805,0.932628649,0.196206823,0.167487583,0.956175299,0.76708159,1.043100326,0.862680667,0.222283813,0.041864154,0.411601959,,,,0,0,0,0
Senorise Perry,CHI,2014,155,154,3,8,1,0.00,0.11,-0.000247831,0.9,0,1,0,0,0,0,1.5,0,1.5,0,0,1,-1,1,329,22,20,313,1741,54.40625,0.218019328,0.981332184,0.4897985,1.544654788,1.361939266,0.711895918,0.529180396,0.986636971,0.981332184,1.282628062,1.12932773,0.4897985,-0.238582199,0.40580508,,,,0,0,0,0
Charcandrick West,KC,2014,168,168,6,3,1,0.00,0.00,0,0,0.02,1,0.01,0,0,0.01,1.2,0,1.2,0,0,0,0,0,329,,,,,,,,,,,,,,,,,,,,,,,0,0,0,9.628571429
Keith Smith,DAL,2014,168,168,5,4,0,0.00,0.00,0,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,329,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
Kiero Small,CLE,2014,168,168,5,3,0,0.00,0.00,0,0,0.44,0,0,0,0,0,1,0,1,0,0,0,0,0,227,25,,0,0,0,0,0,0,0,0,0,0,0,,0,,-1.100695681,-1.100695681,0,,,,0,0,0,0
Eddie Lacy,GB,2013,8,11,1,15,328,1.44,16.30,0.056732892,244.5,0.65,44,0.09,284,0.66,0.35,231.6,167.4,64.3,1178,11,35,257,307,61,23,22,388,2722,80.05882353,0.282458898,1.842682927,0.995475533,2.073170732,1.389699892,1.032296747,0.631846889,1.842682927,1.119862328,1.842682927,1.2535161,0.995475533,0.406308706,0.501696429,32.21766833,4.55,107.794447,0,2,2,17.2875
Giovani Bernard,CIN,2013,13,16,1,16,240,1.13,14.06,0.164491136,224.9,0.54,70,0.12,170,0.35,0.23,198.9,99.8,99.1,695,5,56,514,525,37,21,19,515,3333,144.9130435,0.340324398,1.99387837,1.412702523,3.056055363,2.755977992,2.058392716,1.758315345,2.00621118,1.99387837,2.377854671,2.192032926,1.412702523,1.226880777,0.565573767,30.71371626,4.53,95.93753532,0,0,3,14.45384615
Le'Veon Bell,PIT,2013,15,9,1,13,310,1.58,16.84,0.092661403,218.9,0.77,66,0.14,244,0.72,0.38,257.7,160.2,97.6,860,8,45,399,410,48,21,18,749,3877,96.925,0.525322184,2.144420131,1.172555756,2.327133479,1.660383779,1.378685144,0.711935444,2.144420131,1.459681722,2.176148796,1.470257943,1.172555756,0.499548535,0.984332793,30.34456664,4.6,102.7369113,3,3,5,23.15625
Zac Stacy,LAR,2013,21,23,1,14,285,1.37,13.24,0.064691558,185.4,0.66,35,0.09,250,0.63,0.36,199.7,149.9,49.8,973,7,26,141,149,160,22,20,611,3454,76.75555556,0.27191414,1.593887472,0.620112788,1.816159251,1.219072701,0.792713634,0.756222098,1.611662531,1.059115216,1.665012407,1.14654581,0.620112788,0.101646191,0.513679146,32.84238966,4.55,100.7948076,0,0,1,5.708333333
Andre Ellington,ARI,2013,26,34,1,15,175,1.10,11.02,0.110317173,165.3,0.4,57,0.11,118,0.3,0.19,142.7,64.4,78.7,652,3,39,371,260,187,24,21,669,3886,79.30612245,0.241758327,1.255258126,0.134036441,1.530806305,1.260854009,0.618690279,0.578933609,1.255258126,1.002978978,1.350877193,1.130657862,0.134036441,-0.086182891,0.456499131,29.38689619,4.61,88.12099059,0,0,1,15.125
Montee Ball,DEN,2013,43,55,2,16,147,0.62,7.15,0.026022972,114.4,0.26,27,0.04,120,0.26,0.13,117.6,77,40.7,559,4,20,145,139,58,22,19,973,5666,115.6326531,0.338713203,2.246387411,1.341312375,2.80730897,1.849456606,1.788352373,1.136961074,2.468438538,1.597374676,2.531561462,1.701499342,1.341312375,0.653903726,0.609985588,30.70552428,4.66,90.76117345,0,0,0,7.68
Knile Davis,KC,2013,56,78,3,16,85,0.32,4.54,0.020862309,72.7,0.16,15,0.03,70,0.16,0.09,58.5,37.4,21.2,242,4,11,75,89,96,21,18,346,1992,86.60869565,0.23810543,1.16393836,0.828654676,1.832183908,1.42231906,0.791309923,0.791309923,1.675862069,1.16393836,1.675862069,1.229139826,0.828654676,0.381932432,0.439710603,31.65978663,4.37,124.4887497,0,0,0,7.8125
Mike James,TB,2013,72,60,3,7,72,0.92,6.84,0.01374241,47.9,0.31,11,0.04,60,0.32,0.16,56,36.3,15.7,295,0,10,43,49,189,22,20,358,1869,38.14285714,0.225245308,1.18696187,0.221809721,1.610086101,0.742022057,0.612423454,0.612423454,1.18696187,0.569525608,1.18696187,0.578499274,0.221809721,-0.386652875,0.355029038,31.99687811,4.53,105.9112395,0,0,0,0.6
Benny Cunningham,LAR,2013,74,90,3,14,57,0.39,3.29,0.017559524,46,0.16,10,0.02,47,0.13,0.07,40.4,26.4,14.1,261,1,6,59,61,329,,,,,,,,,,,,,,,,,,,,,,,0,0,0,8.05
Joseph Randle,DAL,2013,76,65,2,7,64,0.56,6.07,0.014434453,42.5,0.27,10,0.04,54,0.38,0.15,47.2,33.5,13.6,164,2,8,61,61,151,21,19,672,4002,102.6153846,0.323901885,1.764516129,0.927044559,2.005376344,1.776549966,1.054119449,0.825293071,1.764516129,1.444303354,1.804301075,1.457565003,0.927044559,0.597558789,0.609106587,26.91431128,4.63,88.78430492,0,0,0,4.185714286
Dennis Johnson,HOU,2013,90,85,4,8,61,0.44,3.86,0.010996892,30.9,0.22,12,0.04,49,0.25,0.12,42.4,23.9,18.4,183,0,8,46,54,329,23,21,385,2368,47.36,0.345491429,1.11965812,0.434365664,1.634871576,0.898773882,0.593997592,0.434070961,1.11965812,0.712317932,1.281573058,0.761609203,0.434365664,-0.237920031,0.625392933,,,,0,0,0,0
Khiry Robinson,NO,2013,94,97,4,10,54,0.34,2.84,0,28.4,0.1,0,0,54,0.22,0.08,30.9,30.9,0,224,1,0,0,0,329,,,,,,,,,,,,,,,,,,,,,,,0,0,0,6.85
Stepfan Taylor,ARI,2013,99,114,3,13,45,0.23,2.05,0.01712494,26.6,0.15,9,0.02,36,0.1,0.06,32.1,21.2,10.9,115,0,8,71,58,140,22,19,937,5035,96.82692308,0.373040524,2.120186698,0.881217699,2.455075846,1.644410907,1.352437766,0.959028616,2.120186698,1.428327177,2.120186698,1.435878014,0.881217699,0.433397422,0.64223605,31.60198886,4.76,83.37118188,0,0,0,4.692857143
Tommy Bohanon,NYJ,2013,102,124,4,16,33,0.14,1.51,0.021075137,24.1,0.35,16,0.03,17,0.03,0.03,30.6,7.9,22.5,62,0,11,69,61,215,22,,81,443,11.35897436,0.117712718,0.262295082,-0.902086654,0.629508197,0.280240965,-0.282607828,0,0.262295082,0.140308948,0.314754098,0.171273556,-0.902086654,-1.045567196,0.039485025,32.45549302,4.88,86.75326223,0,0,0,1.325
Johnathan Franklin,GB,2013,104,89,3,7,24,0.29,3.39,0.006622517,23.7,0.12,5,0.02,19,0.09,0.05,20,12.8,7.3,107,1,4,30,28,125,23,19,821,4726,89.16981132,0.317632422,1.949763033,0.658786577,2.255924171,1.372679336,1.176949187,0.526660956,1.949763033,1.296139052,1.949763033,1.296139052,0.658786577,0.209164099,0.558942706,29.41417046,4.49,100.8784714,0,0,0,0
Michael Cox,NYG,2013,129,142,7,11,25,0.08,0.77,0.003096774,8.5,0.05,3,0.01,22,0.08,0.04,14.5,10.4,4.2,43,0,3,12,17,253,24,23,211,823,54.86666667,0.326759126,0.859564165,0.047661602,0.859564165,0.859564165,-0.098099456,0,0.859564165,0.49962139,0.859564165,0.848817929,0.047661602,-0.340933963,0.653518252,,,,0,0,0,1.55
Christine Michael,SEA,2013,130,98,2,3,18,0.45,2.63,0,7.9,0.14,0,0,18,0.17,0.1,8.4,8.4,0,79,0,0,0,0,62,22,18,542,2965,74.125,0.143031212,0.649592002,0.462018998,1.56582185,1.054611977,0.524947866,0.377960327,0.880509305,0.727334074,1.287524606,0.985037666,0.462018998,0.141168884,0.286259803,31.56642683,4.54,103.5688765,0,0,0,1.97
Denard Robinson,JAC,2013,134,153,5,15,22,0.07,0.44,0,6.6,0.05,1,0,20,0.06,0.02,11.3,9.9,1.4,66,0,0,0,0,135,,,,,,,,,,,,,,,,,,,,,,,0,0,0,9.046153846
Michael Hill,TB,2013,134,120,6,4,11,0.22,1.65,0.007350591,6.6,0.07,2,0.02,9,0.07,0.05,7.2,4.5,2.7,23,0,2,23,15,329,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
C.J. Anderson,DEN,2013,143,127,4,3,8,0.18,1.27,0,3.8,0.08,1,0.01,7,0.06,0.03,4.7,3.4,1.4,38,0,0,0,0,329,22,20,220,1485,59.4,0.188107139,1.185093168,-0.053875831,1.388819876,1.093630428,0.286181795,0.286181795,1.185093168,0.888203599,1.185093168,0.888203599,-0.053875831,-0.350765399,0.329449418,34.05877447,4.6,100.056818,0,1,2,14.08666667
Kenjon Barner,CAR,2013,144,148,4,6,9,0.04,0.57,0.002071619,3.4,0.06,3,0.02,6,0.03,0.03,7.8,3.8,4,7,0,2,7,12,182,23,21,632,4184,85.3877551,0.258772031,2.04964539,0.810676391,2.309017224,1.314144414,1.206379144,0.841121739,2.04964539,1.079210159,2.04964539,1.158102829,0.810676391,0.155622238,0.444651304,28.94387765,4.52,93.91443018,0,0,0,0
Ray Graham,HOU,2013,145,94,5,1,7,0.31,3.00,0.002868754,3,0.15,3,0.09,4,0.18,0.12,5.8,1.9,3.9,8,0,1,12,7,329,22,19,685,4024,89.42222222,0.342505524,1.577625571,1.000618418,2.357638889,1.688738458,1.184071779,0.930640145,1.577625571,1.168971781,2.010416667,1.424705567,1.000618418,0.414907319,0.586509032,29.38689619,4.8,74.97528453,0,0,0,0
Mike Gillislee,MIA,2013,147,112,3,1,6,0.36,2.10,0,2.1,0.11,0,0,6,0.17,0.08,4.1,4.1,0,21,0,0,0,0,164,22,21,349,1903,43.25,0.276580685,1.698186528,0.653286909,1.904145078,0.945000234,0.880699461,0.880699461,1.698186528,0.791078809,1.698186528,0.876347385,0.653286909,-0.387639081,0.472901725,29.00984854,4.55,97.06166658,0,0,0,0
Zach Line,MIN,2013,148,147,6,3,3,0.04,0.60,0.002194787,1.8,0.34,3,0.03,0,0,0.02,4.3,0,4.3,0,0,1,8,0,329,23,20,843,4716,94.32,0.410379872,1.755736635,0.785060208,2.526002587,1.674407459,1.58117573,1.212716421,1.837028825,1.374933324,2.292238034,1.507177826,0.785060208,5.55112E-17,0.792318757,30.60843244,4.77,89.62815662,0,0,0,0
Ronnie Wingo,BUF,2013,151,122,4,1,2,0.09,1.60,0.000594707,1.6,0.06,1,0.03,1,0.05,0.04,2,0.5,1.5,4,0,1,2,6,329,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
Spencer Ware,SEA,2013,155,133,5,1,3,0.17,1.00,0,1,0.09,0,0,3,0.06,0.05,4.7,4.7,0,10,0,0,0,0,194,21,19,323,1580,45.14285714,0.125598616,0.823402361,0.187282573,1.123406479,0.89866494,0.082532494,0.082532494,0.960597826,0.660046019,1.034489967,0.765022165,0.187282573,-0.082185228,0.208324804,32.7142969,4.62,100.0914407,0,0,1,0
Cierre Wood,HOU,2013,157,152,8,2,3,0.07,0.45,0,0.9,0.02,0,0,3,0.06,0.02,1.3,1.3,0,9,0,0,0,0,329,22,19,497,2806,75.83783784,0.176524749,1.148139834,0.58490173,1.659192825,1.245517732,0.677323867,0.263648774,1.447309417,1.058896564,1.447309417,1.110349306,0.58490173,0.24794162,0.338661557,29.70720067,4.56,98.52585866,0,0,0,0
Chris Thompson,WAS,2013,175,175,5,4,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,22,19,315,2142,61.2,0.136883021,1.077299413,0.553992581,2.240530303,1.265567823,1.328414278,0.867966478,1.142694064,0.600784656,1.770833333,0.854451949,0.553992581,-0.362388803,0.23346654,30.0711784,4.42,100.6102312,0,0,0,7.95
Kerwynn Williams,IND,2013,175,175,10,1,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,22,21,437,3312,67.59183673,0.362268017,2.536165327,1.708810043,3.336394948,1.586077751,2.2812873,2.2812873,2.536165327,1.275104548,2.536165327,1.275104548,1.708810043,0.128973127,0.53125,29.64937956,4.48,96.81720726,0,0,0,6.925
Kyle Juszczyk,BAL,2013,175,175,6,6,1,0.00,0.00,0,0,0.01,1,0.01,0,0,0,0.5,0,0.5,0,0,0,0,0,130,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2.7
Michael Ford,CHI,2013,175,175,4,4,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329,23,21,243,1392,37.62162162,0.112206198,0.738874313,0.17996652,1.027173913,0.620280138,-0.013700072,0,1.027173913,0.590811539,1.027173913,0.620280138,0.17996652,-0.226927256,0.224412397,31.01129748,4.5,102.4234111,0,0,0,0
Doug Martin,TB,2012,2,2,1,16,389,1.96,19.60,0.132418132,313.6,0.78,70,0.13,319,0.77,0.4,289.1,192.9,95.6,1454,11,49,472,424,31,23,20,672,4028,82.20408163,0.301230723,1.769919803,0.822724881,2.3130227,1.354979654,1.289312034,1.161001104,1.909199522,1.125788094,1.909199522,1.181555339,0.822724881,0.103746727,0.548816664,32.93104447,4.46,112.7185579,2,2,2,11.7
Alfred Morris,WAS,2012,7,10,1,16,351,1.76,16.13,0.021003819,258,0.7,16,0.04,335,0.65,0.37,217.2,193.5,23.5,1613,13,11,77,64,173,23,20,747,3759,104.4166667,0.51774184,1.83264177,0.732587861,2.024896266,1.734104189,1.05156148,0.760769403,1.83264177,1.625678634,1.83264177,1.625678634,0.732587861,0.525624724,0.932506103,31.42294307,4.63,95.31256264,0,1,3,11.64375
Trent Richardson,CLE,2012,8,7,1,15,337,1.46,16.98,0.131304526,254.7,0.73,70,0.13,267,0.72,0.37,260,162.2,97.9,950,11,51,367,432,3,22,20,608,3860,101.5789474,0.425393124,2.530740276,1.50659389,2.954830615,1.955447511,1.913411503,0.914028399,2.530740276,1.564370761,2.530740276,1.637461216,1.50659389,0.61331483,0.696614368,33.66940869,4.48,113.2016577,0,1,1,9.18125
Vick Ballard,IND,2012,33,39,1,16,238,0.90,8.23,0.056489931,131.6,0.5,27,0.04,211,0.48,0.22,157.3,115.9,41.3,814,2,17,152,118,170,22,20,409,2450,98,0.292493883,1.628402367,0.604255981,1.849704142,1.652832329,0.80828503,0.611413217,1.628402367,1.425818496,1.628402367,1.476786605,0.604255981,0.452640219,0.563534158,31.42294307,4.59,98.67868839,0,0,0,6.8
Bryce Brown,PHI,2012,43,60,2,16,134,0.60,6.19,0.013722127,99,0.3,19,0.03,115,0.28,0.13,91.9,63.7,28.2,564,4,13,56,87,229,21,,114,613,47.15384615,0.058903071,0.351575773,-0.262607518,0.911888379,0.911888379,-0.039368515,0,0.684633028,0.351575773,0.74168578,0.49121326,-0.262607518,-0.437500798,0.097235831,,,,0,0,0,3.8625
Daryl Richardson,LAR,2012,46,65,2,16,134,0.66,5.61,0.043374135,89.8,0.29,36,0.07,98,0.24,0.14,106.1,53.8,52.5,475,0,24,163,187,252,,,,,,,,,,,,,,,,,,,,,,,0,0,0,5.95
David Wilson,NYG,2012,51,71,3,16,80,0.41,4.95,0.027801478,79.2,0.12,9,0.02,71,0.17,0.08,52.1,40.8,11.2,358,4,4,34,14,32,21,19,440,2691,69,0.274230354,1.936775553,1.211926596,2.072708114,1.703751654,1.078706701,0.70975024,1.936775553,1.454704766,1.936775553,1.492113766,1.211926596,0.269893553,0.504278473,29.55765421,4.38,111.9439879,0,0,0,4.68
Robert Turbin,SEA,2012,57,78,2,16,103,0.57,4.53,0.057387445,72.5,0.22,23,0.06,80,0.15,0.11,77.8,42,35.8,354,0,19,181,127,106,22,18,629,4143,111.972973,0.334470636,1.964285524,0.934751774,2.514150943,1.972094165,1.476481068,0.93442429,2.021226415,1.631977991,2.021226415,1.631977991,0.934751774,0.545503349,0.507493251,31.85339435,4.42,116.3305798,0,0,0,2.525
Bernard Pierce,BAL,2012,59,80,2,16,119,0.58,4.43,0.011761762,70.9,0.2,11,0.02,108,0.24,0.12,69.6,53.6,16.1,532,1,7,47,43,84,21,18,671,3657,110.8181818,0.307167098,1.928385417,0.906418773,2.089084201,1.881984641,1.119791728,0.912692167,1.928385417,1.596264421,2.089084201,1.826588271,0.906418773,0.643922842,0.627214819,28.76137186,4.45,111.1850627,0,0,0,5.375
Ronnie Hillman,DEN,2012,67,86,4,14,97,0.42,3.94,0.013276231,55.2,0.21,12,0.02,85,0.2,0.1,58.6,41.7,16.9,330,1,10,62,63,67,20,18,597,3513,135.1153846,0.380786752,2.160305344,1.10849482,2.45474373,2.132809217,1.431033064,1.109098551,2.160305344,1.985590024,2.160305344,1.985590024,1.10849482,0.9337795,0.699358888,29.53456903,4.42,104.8023242,0,0,1,5.744444444
Brandon Bolden,NE,2012,79,68,4,8,58,0.49,5.31,0.002270851,42.5,0.15,2,0.01,56,0.2,0.1,45.3,42.5,2.8,274,2,2,11,10,329,22,19,562,3411,71.0625,0.25805385,1.243199101,0.659863766,2.111675127,1.375395003,1.070256015,0.493508507,1.675126904,1.070933346,1.684010152,1.126656363,0.659863766,0.102509977,0.386725952,30.9624345,4.55,103.5946634,0,0,0,7.390909091
Chris Rainey,PIT,2012,80,100,4,16,48,0.16,2.64,0.014955135,42.2,0.14,22,0.04,26,0.06,0.05,47.9,15.5,32.3,102,2,14,60,81,159,24,23,461,3212,62.98039216,0.261623324,1.82111437,0.968580602,2.578079179,1.475735824,1.549188682,1.009715566,1.82111437,1.034796158,1.9728739,1.177866099,0.968580602,-0.062000419,0.370614035,27.36865805,4.36,99.62229531,0,0,0,0
Lamar Miller,MIA,2012,82,82,3,10,60,0.50,4.15,0.012379642,41.5,0.21,9,0.03,51,0.19,0.1,37.2,24.2,13.1,250,1,6,45,40,97,21,19,363,2099,91.26086957,0.325731505,1.856361149,1.131512191,1.972640219,1.522231168,0.978638806,0.528229755,1.856361149,1.329695726,1.856361149,1.402698481,1.131512191,0.677849523,0.612393162,29.56773024,4.34,119.5107408,0,2,5,7.86875
Jorvorskie Lane,MIA,2012,84,102,4,16,25,0.10,2.51,0.057447436,40.2,0.3,12,0.02,13,0.03,0.03,34,11.6,22.5,13,2,11,79,59,329,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
Will Johnson,PIT,2012,90,110,6,16,28,0.15,2.21,0.052666076,35.4,0.34,26,0.05,2,0,0.03,38.9,1,37.9,7,0,15,137,80,329,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1.206666667
Jeremy Stewart,LV,2012,106,61,3,4,33,0.65,6.08,0.01444548,24.3,0.23,8,0.05,25,0.28,0.13,22.9,12.1,10.7,101,0,8,62,79,329,23,,198,862,20.04651163,0.107664866,0.382637854,0,0.449134199,0.352904927,-0.653503881,0,0.401639344,0.248316535,0.438152012,0.347296462,0,-0.242352855,0.235150462,,,,0,0,0,1.76
Stanley Havili,PHI,2012,114,134,4,15,18,0.07,1.30,0.010536633,19.5,0.22,12,0.02,6,0.02,0.02,20.3,5.9,14.3,22,1,7,43,21,240,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2.884615385
LaMichael James,SF,2012,115,77,3,4,32,0.66,4.60,0.008166714,18.4,0.22,5,0.04,27,0.22,0.14,21.1,14.2,6.9,125,0,3,29,16,61,22,19,822,5668,153.1891892,0.265295057,2.085921325,1.125183719,2.687198068,2.41377075,1.584559987,1.311132669,2.085921325,2.018250393,2.433574879,2.187834922,1.125183719,1.003655783,0.484344924,29.49733146,4.35,108.3614226,0,0,0,0.95
Lance Dunbar,DAL,2012,119,118,3,9,33,0.19,1.87,0.006610577,16.8,0.14,12,0.03,21,0.1,0.06,28.4,10.4,18.1,75,0,6,33,24,329,22,19,867,5206,126.9756098,0.398673293,2.096968523,1.283005509,2.80278129,2.496089035,1.829446504,1.522754249,2.383059418,1.617068867,2.383059418,1.688025587,1.283005509,0.587971678,0.636283494,,,,0,0,0,3.1
Isaiah Pead,LAR,2012,128,144,3,14,14,0.08,0.71,0.004257584,10,0.04,4,0.01,10,0.03,0.02,11.3,5.8,5.5,54,0,3,16,17,50,22,19,630,3998,92.97674419,0.339020184,1.922046285,0.878620494,2.310596833,1.88339944,1.148563011,0.721365618,1.922046285,1.210955392,1.922046285,1.315318628,0.878620494,0.271892837,0.543812741,28.26630039,4.39,106.0811309,0,0,0,2.29
Travaris Cadet,NO,2012,129,140,6,11,9,0.07,0.90,0.008482745,9.9,0.04,8,0.02,1,0,0.01,13.4,0.5,12.9,5,0,5,44,51,329,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1.214285714
Cyrus Gray,KC,2012,135,113,5,4,10,0.25,2.05,0.006237006,8.2,0.11,3,0.03,7,0.05,0.04,7,3,4,44,0,2,18,12,182,22,19,725,4014,81.91836735,0.280274085,1.309897661,0.743671785,1.762888434,1.253617288,0.811631539,0.563293782,1.362204724,1.010782956,1.486243433,1.071391046,0.743671785,0.383872991,0.492531963,29.55765421,4.4,109.922478,0,0,0,1.076923077
Evan Rodriguez,CHI,2012,138,152,5,12,8,0.03,0.51,0.006371359,6.1,0.27,8,0.02,0,0,0.01,11.1,0,11.1,0,0,4,21,0,111,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
Nate Eachus,KC,2012,143,154,6,10,8,0.06,0.47,0.006583507,4.7,0.2,3,0.01,5,0.02,0.01,6.8,2.5,4.3,18,0,1,19,5,329,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
Jonathan Grimes,NYJ,2012,149,127,5,2,4,0.11,1.65,0.002152522,3.3,0.07,2,0.02,2,0.04,0.03,5.1,1,4.1,6,0,2,7,0,329,,,,,,,,,,,,,,,,,,,,,,,0,0,0,13.45
Collin Mooney,TEN,2012,154,116,4,1,5,0.33,1.90,0,1.9,0.19,0,0,5,0.15,0.1,2.4,2.4,0,19,0,0,0,0,329,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0.766666667
Brad Smelley,CLE,2012,160,149,5,2,1,0.02,0.65,0.000817884,1.3,0.2,1,0.01,0,0,0.01,1.2,0,1.2,0,0,1,3,0,247,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
Dan Herron,CIN,2012,163,160,6,2,5,0.04,0.25,0,0.5,0.12,1,0.02,4,0.06,0.04,4.1,2.6,1.6,5,0,0,0,0,191,23,20,612,3052,76.3,0.195435759,1.23648791,0.847918255,1.838592233,1.267616959,0.819635636,0.692253266,1.620145631,0.935176284,1.620145631,1.213005308,0.847918255,0.428665461,0.375725103,30.56204052,4.57,97.66631431,0,0,0,5
Jamize Olawale,LV,2012,178,178,7,3,0,0.00,0.00,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,329,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0.86875
Michael Smith,TB,2012,178,178,5,1,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,24,23,219,1714,63.48148148,0.163925798,1.187570621,0.10109598,1.392090395,1.165599229,0.35442052,0.35442052,1.187570621,0.657848475,1.187570621,0.860632886,0.10109598,-0.225841756,0.244505495,,,,0,0,0,0
Terrance Ganaway,LAR,2012,178,178,5,1,0,0.00,0.00,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,202,23,22,364,2042,55.18918919,0.268778375,1.585040984,0.731906165,1.585040984,0.734941929,0.633784089,0.633784089,1.585040984,0.72580654,1.585040984,0.734941929,0.731906165,0.029022012,0.53755675,33.33343173,4.61,105.8337525,0,0,0,0
Roy Helu,WAS,2011,25,29,2,15,210,1.10,11.26,0.119550722,168.9,,59,0.11,151,0.4,0.23,179.2,89.1,90.2,640,2,49,379,400,105,,,,,,,,,,,,,,,,,,,,,,,0,0,0,3.9
